PAYBACK_TYPE,LMK_KEY,RECOMMENDATION_ITEM,RECOMMENDATION_CODE,RECOMMENDATION,CO2_IMPACT
long,0f0a1f54eda0d7a5ccc5118eb9411d08d5cecc1242c475652ae28f64083eb10b,1,EPC-E5,Some windows have high U-values - consider installing secondary glazing. ,LOW
long,0f0a1f54eda0d7a5ccc5118eb9411d08d5cecc1242c475652ae28f64083eb10b,2,EPC-E3,Some solid walls are poorly insulated - introduce or improve internal wall insulation.,LOW
long,0f0a1f54eda0d7a5ccc5118eb9411d08d5cecc1242c475652ae28f64083eb10b,3,EPC-E8,Some glazing is poorly insulated. Replace/improve glazing and/or frames. ,LOW
long,0f0a1f54eda0d7a5ccc5118eb9411d08d5cecc1242c475652ae28f64083eb10b,4,EPC-R5,Consider installing an air source heat pump.,LOW
other,0f0a1f54eda0d7a5ccc5118eb9411d08d5cecc1242c475652ae28f64083eb10b,5,USER,Replace non-LED lamps with LED lamps - provide lighting design spec for LEDs,HIGH
short,277beab6594dc922b2b36a83ad20a949ed07c298a1f525d00509a60d8bb42883,1,EPC-V1,"In some spaces, the solar gain limit defined in the NCM is exceeded, which might cause overheating. Consider solar control measures such as the application of reflective coating or shading devices to windows.",MEDIUM
medium,277beab6594dc922b2b36a83ad20a949ed07c298a1f525d00509a60d8bb42883,2,EPC-E5,Some windows have high U-values - consider installing secondary glazing. ,MEDIUM
medium,277beab6594dc922b2b36a83ad20a949ed07c298a1f525d00509a60d8bb42883,3,EPC-E3,Some solid walls are poorly insulated - introduce or improve internal wall insulation.,MEDIUM
medium,277beab6594dc922b2b36a83ad20a949ed07c298a1f525d00509a60d8bb42883,4,EPC-E7,"Carry out a pressure test, identify and treat identified air leakage. Enter result in EPC calculation.",MEDIUM
long,277beab6594dc922b2b36a83ad20a949ed07c298a1f525d00509a60d8bb42883,5,EPC-E8,Some glazing is poorly insulated. Replace/improve glazing and/or frames. ,MEDIUM
long,277beab6594dc922b2b36a83ad20a949ed07c298a1f525d00509a60d8bb42883,6,EPC-R5,Consider installing an air source heat pump.,HIGH
other,277beab6594dc922b2b36a83ad20a949ed07c298a1f525d00509a60d8bb42883,7,USER,Consider installing new LED luminaires throughout the building with controls.,MEDIUM
medium,064c83016fcfcfe90dd133e9dbbf2d7229291f123c9b3519cfe7015495f54a9d,1,EPC-H2,Add time control to heating system.,MEDIUM
medium,064c83016fcfcfe90dd133e9dbbf2d7229291f123c9b3519cfe7015495f54a9d,2,EPC-H7,Add optimum start/stop to the heating system.,MEDIUM
medium,064c83016fcfcfe90dd133e9dbbf2d7229291f123c9b3519cfe7015495f54a9d,3,EPC-E4,Some walls have uninsulated cavities - introduce cavity wall insulation.,MEDIUM
long,064c83016fcfcfe90dd133e9dbbf2d7229291f123c9b3519cfe7015495f54a9d,4,EPC-E5,Some windows have high U-values - consider installing secondary glazing. ,MEDIUM
long,064c83016fcfcfe90dd133e9dbbf2d7229291f123c9b3519cfe7015495f54a9d,5,EPC-H8,Add weather compensation controls to heating system.,MEDIUM
long,064c83016fcfcfe90dd133e9dbbf2d7229291f123c9b3519cfe7015495f54a9d,6,EPC-H5,Add local time control to heating system.,MEDIUM
long,064c83016fcfcfe90dd133e9dbbf2d7229291f123c9b3519cfe7015495f54a9d,7,EPC-E3,Some solid walls are poorly insulated - introduce or improve internal wall insulation.,MEDIUM
long,064c83016fcfcfe90dd133e9dbbf2d7229291f123c9b3519cfe7015495f54a9d,8,EPC-H3,Consider replacing heating boiler plant with a condensing type.,HIGH
long,f495f02df6b1d771732d0c06a20392d12d53770c65ee4b794bb125e7ba1e7ea3,1,EPC-C1,The default chiller efficiency is chosen. It is recommended that the chiller system be investigated to gain an understanding of its efficiency and possible improvements.,LOW
long,f495f02df6b1d771732d0c06a20392d12d53770c65ee4b794bb125e7ba1e7ea3,2,EPC-R3,Consider installing solar water heating.,LOW
long,f495f02df6b1d771732d0c06a20392d12d53770c65ee4b794bb125e7ba1e7ea3,3,EPC-H7,Add optimum start/stop to the heating system.,LOW
long,f495f02df6b1d771732d0c06a20392d12d53770c65ee4b794bb125e7ba1e7ea3,4,EPC-H4,The default heat generator efficiency is chosen. It is recommended that the heat generator system be investigated to gain an understanding of its efficiency and possible improvements.,LOW
long,f495f02df6b1d771732d0c06a20392d12d53770c65ee4b794bb125e7ba1e7ea3,5,EPC-R4,Consider installing PV.,LOW
long,1aa88e073ac1803ea40384254e227a8429963b97d696f62ac743ee3d30d253c7,1,EPC-R3,Consider installing solar water heating.,LOW
long,1aa88e073ac1803ea40384254e227a8429963b97d696f62ac743ee3d30d253c7,2,EPC-E4,Some walls have uninsulated cavities - introduce cavity wall insulation.,MEDIUM
short,aadfbffdb74c57872ecdd9fcd4cc49c19927831a9fd7c5dba049d148ac5cb74c,1,EPC-V1,"In some spaces, the solar gain limit defined in the NCM is exceeded, which might cause overheating. Consider solar control measures such as the application of reflective coating or shading devices to windows.",MEDIUM
long,aadfbffdb74c57872ecdd9fcd4cc49c19927831a9fd7c5dba049d148ac5cb74c,2,EPC-H4,The default heat generator efficiency is chosen. It is recommended that the heat generator system be investigated to gain an understanding of its efficiency and possible improvements.,LOW
long,aadfbffdb74c57872ecdd9fcd4cc49c19927831a9fd7c5dba049d148ac5cb74c,3,EPC-E5,Some windows have high U-values - consider installing secondary glazing. ,MEDIUM
long,aadfbffdb74c57872ecdd9fcd4cc49c19927831a9fd7c5dba049d148ac5cb74c,4,EPC-C1,The default chiller efficiency is chosen. It is recommended that the chiller system be investigated to gain an understanding of its efficiency and possible improvements.,LOW
long,aadfbffdb74c57872ecdd9fcd4cc49c19927831a9fd7c5dba049d148ac5cb74c,5,EPC-E3,Some solid walls are poorly insulated - introduce or improve internal wall insulation.,MEDIUM
long,aadfbffdb74c57872ecdd9fcd4cc49c19927831a9fd7c5dba049d148ac5cb74c,6,EPC-E7,"Carry out a pressure test, identify and treat identified air leakage. Enter result in EPC calculation.",MEDIUM
other,aadfbffdb74c57872ecdd9fcd4cc49c19927831a9fd7c5dba049d148ac5cb74c,7,USER,Consider replacing T8 lamps with new LED luminaires throughout the building with controls.,MEDIUM
medium,0de20a8cd5e77c462befc02bcdd51e8d8aebfed127563919d573e2b739b18f3e,1,EPC-H2,Add time control to heating system.,MEDIUM
medium,0de20a8cd5e77c462befc02bcdd51e8d8aebfed127563919d573e2b739b18f3e,2,EPC-H7,Add optimum start/stop to the heating system.,MEDIUM
medium,0de20a8cd5e77c462befc02bcdd51e8d8aebfed127563919d573e2b739b18f3e,3,EPC-E4,Some walls have uninsulated cavities - introduce cavity wall insulation.,MEDIUM
long,0de20a8cd5e77c462befc02bcdd51e8d8aebfed127563919d573e2b739b18f3e,4,EPC-E5,Some windows have high U-values - consider installing secondary glazing. ,MEDIUM
long,0de20a8cd5e77c462befc02bcdd51e8d8aebfed127563919d573e2b739b18f3e,5,EPC-H8,Add weather compensation controls to heating system.,MEDIUM
long,0de20a8cd5e77c462befc02bcdd51e8d8aebfed127563919d573e2b739b18f3e,6,EPC-H5,Add local time control to heating system.,MEDIUM
long,0de20a8cd5e77c462befc02bcdd51e8d8aebfed127563919d573e2b739b18f3e,7,EPC-E3,Some solid walls are poorly insulated - introduce or improve internal wall insulation.,MEDIUM
long,0de20a8cd5e77c462befc02bcdd51e8d8aebfed127563919d573e2b739b18f3e,8,EPC-H3,Consider replacing heating boiler plant with a condensing type.,HIGH
short,632de91968193f4ab4e4537090c0cc66a4cc7062e0aedc7fcf03447dbee0b60f,1,EPC-V1,"In some spaces, the solar gain limit defined in the NCM is exceeded, which might cause overheating. Consider solar control measures such as the application of reflective coating or shading devices to windows.",MEDIUM
long,632de91968193f4ab4e4537090c0cc66a4cc7062e0aedc7fcf03447dbee0b60f,2,EPC-E5,Some windows have high U-values - consider installing secondary glazing. ,MEDIUM
long,632de91968193f4ab4e4537090c0cc66a4cc7062e0aedc7fcf03447dbee0b60f,3,EPC-E3,Some solid walls are poorly insulated - introduce or improve internal wall insulation.,MEDIUM
long,632de91968193f4ab4e4537090c0cc66a4cc7062e0aedc7fcf03447dbee0b60f,4,EPC-E7,"Carry out a pressure test, identify and treat identified air leakage. Enter result in EPC calculation.",MEDIUM
long,632de91968193f4ab4e4537090c0cc66a4cc7062e0aedc7fcf03447dbee0b60f,5,EPC-E8,Some glazing is poorly insulated. Replace/improve glazing and/or frames. ,MEDIUM
long,632de91968193f4ab4e4537090c0cc66a4cc7062e0aedc7fcf03447dbee0b60f,6,EPC-R5,Consider installing an air source heat pump.,HIGH
other,632de91968193f4ab4e4537090c0cc66a4cc7062e0aedc7fcf03447dbee0b60f,7,USER,Consider installing new LED luminaires throughout the building with controls.,MEDIUM
long,5a9857baa0277f2ca1efa26ff8b310a61fc60a24bc4e867a6adadb373d83a327,1,EPC-H7,Add optimum start/stop to the heating system.,LOW
long,5a9857baa0277f2ca1efa26ff8b310a61fc60a24bc4e867a6adadb373d83a327,2,EPC-H8,Add weather compensation controls to heating system.,LOW
long,5a9857baa0277f2ca1efa26ff8b310a61fc60a24bc4e867a6adadb373d83a327,3,EPC-E7,"Carry out a pressure test, identify and treat identified air leakage. Enter result in EPC calculation.",LOW
other,5a9857baa0277f2ca1efa26ff8b310a61fc60a24bc4e867a6adadb373d83a327,4,USER,Consider changing all lighting to LED,HIGH
short,d5455c4dafc7981d4d6cb59fb0f745d7e4ce19815e4d49b06fe2f625f5f090d9,1,EPC-L5,Consider replacing T8 lamps with retrofit T5 conversion kit. ,MEDIUM
short,d5455c4dafc7981d4d6cb59fb0f745d7e4ce19815e4d49b06fe2f625f5f090d9,2,EPC-L7,Introduce HF (high frequency) ballasts for fluorescent tubes: Reduced number of fittings required.,LOW
long,d5455c4dafc7981d4d6cb59fb0f745d7e4ce19815e4d49b06fe2f625f5f090d9,3,EPC-E7,"Carry out a pressure test, identify and treat identified air leakage. Enter result in EPC calculation.",MEDIUM
long,d5455c4dafc7981d4d6cb59fb0f745d7e4ce19815e4d49b06fe2f625f5f090d9,4,EPC-R5,Consider installing an air source heat pump.,HIGH
other,d5455c4dafc7981d4d6cb59fb0f745d7e4ce19815e4d49b06fe2f625f5f090d9,5,USER,Consider replacing non-LED lighting with LED equivalents,MEDIUM
short,27546fa8f78fb3215a899b7a1e8989b45488c66095a078393c9ef8081fb78d07,1,EPC-V1,"In some spaces, the solar gain limit defined in the NCM is exceeded, which might cause overheating. Consider solar control measures such as the application of reflective coating or shading devices to windows.",MEDIUM
long,27546fa8f78fb3215a899b7a1e8989b45488c66095a078393c9ef8081fb78d07,2,EPC-W4,Add time control to HWS secondary circulation.,MEDIUM
long,27546fa8f78fb3215a899b7a1e8989b45488c66095a078393c9ef8081fb78d07,3,EPC-R3,Consider installing solar water heating.,LOW
long,27546fa8f78fb3215a899b7a1e8989b45488c66095a078393c9ef8081fb78d07,4,EPC-R4,Consider installing PV.,LOW
long,27546fa8f78fb3215a899b7a1e8989b45488c66095a078393c9ef8081fb78d07,5,EPC-H7,Add optimum start/stop to the heating system.,LOW
long,27546fa8f78fb3215a899b7a1e8989b45488c66095a078393c9ef8081fb78d07,6,EPC-E5,Some windows have high U-values - consider installing secondary glazing. ,LOW
short,49c3d1fb1e3411b877a9bcaedd4a2b1e651b8934186f7dd4a9d9f51b3d4ee5ae,1,EPC-W3,Improve insulation on HWS storage.,LOW
medium,49c3d1fb1e3411b877a9bcaedd4a2b1e651b8934186f7dd4a9d9f51b3d4ee5ae,2,EPC-H7,Add optimum start/stop to the heating system.,LOW
long,49c3d1fb1e3411b877a9bcaedd4a2b1e651b8934186f7dd4a9d9f51b3d4ee5ae,3,EPC-E5,Some windows have high U-values - consider installing secondary glazing. ,MEDIUM
long,49c3d1fb1e3411b877a9bcaedd4a2b1e651b8934186f7dd4a9d9f51b3d4ee5ae,4,EPC-H8,Add weather compensation controls to heating system.,LOW
long,49c3d1fb1e3411b877a9bcaedd4a2b1e651b8934186f7dd4a9d9f51b3d4ee5ae,5,EPC-E7,"Carry out a pressure test, identify and treat identified air leakage. Enter result in EPC calculation.",MEDIUM
long,49c3d1fb1e3411b877a9bcaedd4a2b1e651b8934186f7dd4a9d9f51b3d4ee5ae,6,EPC-R3,Consider installing solar water heating.,LOW
long,49c3d1fb1e3411b877a9bcaedd4a2b1e651b8934186f7dd4a9d9f51b3d4ee5ae,7,EPC-E8,Some glazing is poorly insulated. Replace/improve glazing and/or frames. ,MEDIUM
short,2db728ddcb2cba2d1e56955f808ad8864097baeb3acfc611076bd2611088c13c,1,EPC-V1,"In some spaces, the solar gain limit defined in the NCM is exceeded, which might cause overheating. Consider solar control measures such as the application of reflective coating or shading devices to windows.",MEDIUM
long,2db728ddcb2cba2d1e56955f808ad8864097baeb3acfc611076bd2611088c13c,2,EPC-R2,Consider installing building mounted wind turbine(s).,LOW
long,2db728ddcb2cba2d1e56955f808ad8864097baeb3acfc611076bd2611088c13c,3,EPC-R3,Consider installing solar water heating.,LOW
long,2db728ddcb2cba2d1e56955f808ad8864097baeb3acfc611076bd2611088c13c,4,EPC-R4,Consider installing PV.,LOW
long,2db728ddcb2cba2d1e56955f808ad8864097baeb3acfc611076bd2611088c13c,5,EPC-H2,Add time control to heating system.,LOW
long,2db728ddcb2cba2d1e56955f808ad8864097baeb3acfc611076bd2611088c13c,6,EPC-H7,Add optimum start/stop to the heating system.,LOW
other,d116f044fa3cd8177e0ad28c8b511f5b0dbcc5305d6551cbd4401790df8bfa3a,1,EPC-E7,"Carry out a pressure test, identify and treat identified air leakage. Enter result in EPC calculation.",LOW
other,d116f044fa3cd8177e0ad28c8b511f5b0dbcc5305d6551cbd4401790df8bfa3a,2,EPC-R4,Consider installing PV.,HIGH
short,9921b0c86826d5ee3fb094f0c21eaa37ef4f490fe346c7933974de2958bca9bd,1,EPC-V1,"In some spaces, the solar gain limit defined in the NCM is exceeded, which might cause overheating. Consider solar control measures such as the application of reflective coating or shading devices to windows.",MEDIUM
long,9921b0c86826d5ee3fb094f0c21eaa37ef4f490fe346c7933974de2958bca9bd,2,EPC-R2,Consider installing building mounted wind turbine(s).,LOW
long,9921b0c86826d5ee3fb094f0c21eaa37ef4f490fe346c7933974de2958bca9bd,3,EPC-R3,Consider installing solar water heating.,LOW
long,9921b0c86826d5ee3fb094f0c21eaa37ef4f490fe346c7933974de2958bca9bd,4,EPC-R4,Consider installing PV.,LOW
long,9921b0c86826d5ee3fb094f0c21eaa37ef4f490fe346c7933974de2958bca9bd,5,EPC-H7,Add optimum start/stop to the heating system.,LOW
long,9921b0c86826d5ee3fb094f0c21eaa37ef4f490fe346c7933974de2958bca9bd,6,EPC-E4,Some walls have uninsulated cavities - introduce cavity wall insulation.,MEDIUM
long,42ca3714ea0693e1d9e9f2f82e134ccdad8c6500aa85086760ee3e2dcc10c1d7,1,EPC-E5,Some windows have high U-values - consider installing secondary glazing. ,MEDIUM
long,42ca3714ea0693e1d9e9f2f82e134ccdad8c6500aa85086760ee3e2dcc10c1d7,2,EPC-E7,"Carry out a pressure test, identify and treat identified air leakage. Enter result in EPC calculation.",MEDIUM
short,9cd205719f9bf4160cb9c53740268a5e720cf4b45404260d9f29ba05734f9e15,1,EPC-L2,Replace tungsten GLS lamps with CFLs: Payback period dependent on hours of use.,HIGH
long,9cd205719f9bf4160cb9c53740268a5e720cf4b45404260d9f29ba05734f9e15,2,EPC-E5,Some windows have high U-values - consider installing secondary glazing. ,MEDIUM
long,9cd205719f9bf4160cb9c53740268a5e720cf4b45404260d9f29ba05734f9e15,3,EPC-E3,Some solid walls are poorly insulated - introduce or improve internal wall insulation.,MEDIUM
long,9cd205719f9bf4160cb9c53740268a5e720cf4b45404260d9f29ba05734f9e15,4,EPC-E7,"Carry out a pressure test, identify and treat identified air leakage. Enter result in EPC calculation.",MEDIUM
long,9cd205719f9bf4160cb9c53740268a5e720cf4b45404260d9f29ba05734f9e15,5,EPC-R3,Consider installing solar water heating.,LOW
long,9cd205719f9bf4160cb9c53740268a5e720cf4b45404260d9f29ba05734f9e15,6,EPC-E8,Some glazing is poorly insulated. Replace/improve glazing and/or frames. ,MEDIUM
short,c369258f51637eda330557eba95e293d535b8ca52e51947551cf452c71f9e098,1,EPC-V1,"In some spaces, the solar gain limit defined in the NCM is exceeded, which might cause overheating. Consider solar control measures such as the application of reflective coating or shading devices to windows.",MEDIUM
long,c369258f51637eda330557eba95e293d535b8ca52e51947551cf452c71f9e098,2,EPC-E3,Some solid walls are poorly insulated - introduce or improve internal wall insulation.,MEDIUM
long,c369258f51637eda330557eba95e293d535b8ca52e51947551cf452c71f9e098,3,EPC-E7,"Carry out a pressure test, identify and treat identified air leakage. Enter result in EPC calculation.",MEDIUM
long,c369258f51637eda330557eba95e293d535b8ca52e51947551cf452c71f9e098,4,EPC-E8,Some glazing is poorly insulated. Replace/improve glazing and/or frames. ,MEDIUM
long,c369258f51637eda330557eba95e293d535b8ca52e51947551cf452c71f9e098,5,EPC-R4,Consider installing PV.,LOW
other,c369258f51637eda330557eba95e293d535b8ca52e51947551cf452c71f9e098,6,USER,"No fixed heating present. If adding heating consider available heating systems and controls for energy efficiency, consider an air source heat pump as a possible option.",MEDIUM
short,6f9b3ecfd712b56f6f29a10e0f7bacee8923bef5aaa1c556a9ef59acc457458b,1,EPC-V1,"In some spaces, the solar gain limit defined in the NCM is exceeded, which might cause overheating. Consider solar control measures such as the application of reflective coating or shading devices to windows.",MEDIUM
long,6f9b3ecfd712b56f6f29a10e0f7bacee8923bef5aaa1c556a9ef59acc457458b,2,EPC-R2,Consider installing building mounted wind turbine(s).,LOW
long,6f9b3ecfd712b56f6f29a10e0f7bacee8923bef5aaa1c556a9ef59acc457458b,3,EPC-R3,Consider installing solar water heating.,LOW
long,6f9b3ecfd712b56f6f29a10e0f7bacee8923bef5aaa1c556a9ef59acc457458b,4,EPC-R4,Consider installing PV.,LOW
long,6f9b3ecfd712b56f6f29a10e0f7bacee8923bef5aaa1c556a9ef59acc457458b,5,EPC-H7,Add optimum start/stop to the heating system.,LOW
long,6f9b3ecfd712b56f6f29a10e0f7bacee8923bef5aaa1c556a9ef59acc457458b,6,EPC-E4,Some walls have uninsulated cavities - introduce cavity wall insulation.,MEDIUM
long,0460ed3d7a2a114e74d29113214428f1f69fde2e6ee81f58384c7ac5bb89af0a,1,EPC-H8,Add weather compensation controls to heating system.,LOW
other,adf50a7a05b6da2e4dc7909b5dbe0b3fe2b1cf72654df2e045e97324b784b381,1,EPC-E8,Some glazing is poorly insulated. Replace/improve glazing and/or frames. ,MEDIUM
other,adf50a7a05b6da2e4dc7909b5dbe0b3fe2b1cf72654df2e045e97324b784b381,2,USER,Consider replacing T5 Fluorescents with highly efficient LED fittings,MEDIUM
other,adf50a7a05b6da2e4dc7909b5dbe0b3fe2b1cf72654df2e045e97324b784b381,3,EPC-E3,Some solid walls are poorly insulated - introduce or improve internal wall insulation.,MEDIUM
short,0456d5d5a157490f5e24937277dadad150c03938e84ac03b46d39ec214e8632c,1,EPC-V1,"In some spaces, the solar gain limit defined in the NCM is exceeded, which might cause overheating. Consider solar control measures such as the application of reflective coating or shading devices to windows.",MEDIUM
